PLAYER_MATCH,TIME,METHOD,PLACE,PLAY,PLAYER_MATCH_GOAL
573422,26,R,G,O,16896
573427,72,R,O,O,16897
573469,44,R,P,O,16898
573474,52,R,P,O,16899
573450,87,L,G,O,16900
573472,78,R,P,O,16901
573501,43,L,P,O,16902
573486,90,R,P,O,16903
573487,11,L,P,O,16904
573527,48,R,G,O,16905
573539,58,L,P,O,16906
573537,45,R,P,O,16907
573563,28,R,O,I,16908
573570,46,L,G,C,16909
573568,66,R,P,O,16910
573583,85,R,P,O,16911
573577,83,H,G,O,16912
573632,82,R,O,D,16913
573631,34,R,P,O,16914
573650,11,R,P,I,16915
573696,73,R,P,O,16916
573698,17,R,P,O,16917
573710,85,L,P,O,16918
573712,17,R,P,O,16919
573712,62,R,P,O,16920
573715,80,R,P,O,16921
573714,12,R,P,O,16922
573714,73,L,P,O,16923
573711,43,R,P,O,16924
573726,45,R,P,O,16925
573741,47,R,P,P,16926
573745,63,L,G,O,16927
573759,57,L,P,O,16928
573754,79,R,G,T,16929
573777,20,L,P,O,16930
573784,67,H,P,I,16931
573822,53,L,P,P,16932
573823,81,R,O,O,16933
573826,89,R,P,O,16934
573824,29,H,P,I,16935
573858,36,H,P,O,16936
573853,23,L,P,O,16937
573836,14,L,P,O,16938
573868,90,R,P,O,16939
573867,54,R,O,D,16940
573867,67,R,O,O,16941
573887,47,H,P,I,16942
573906,76,R,P,O,16943
573988,83,H,G,O,16944
573971,54,R,P,O,16945
573997,90,R,G,O,16946
574029,25,H,G,O,16947
574048,1,R,P,O,16948
574065,86,L,G,O,16949
574066,45,R,P,O,16950
574057,17,H,P,I,16951
574062,56,R,P,P,16952
574114,24,L,P,P,16953
574116,62,L,O,O,16954
574097,50,R,P,P,16955
574097,53,R,P,C,16956
574111,90,R,O,O,16957
574126,58,H,P,O,16958
574126,10,R,P,C,16959
574176,61,L,O,O,16960
574176,40,L,O,O,16961
574183,10,R,P,O,16962
574160,72,L,P,P,16963
574196,23,H,G,O,16964
574191,75,R,P,P,16965
574228,79,R,P,O,16966
574228,51,L,P,O,16967
574228,61,H,G,C,16968
574268,76,R,P,O,16969
574260,45,R,P,I,16970
574260,60,R,P,O,16971
574257,40,L,P,O,16972
574253,90,R,P,P,16973
574307,9,R,P,O,16974
574280,90,H,G,C,16975
574290,37,L,P,P,16976
574333,28,R,P,O,16977
574319,67,L,P,O,16978
574318,17,L,P,P,16979
574323,60,H,G,I,16980
574369,52,L,P,O,16981
574385,70,L,G,I,16982
574380,37,L,G,O,16983
574386,89,L,G,O,16984
574391,3,H,G,P,16985
574399,14,R,O,O,16986
574418,74,R,P,C,16987
574434,90,R,P,O,16988
574417,4,L,P,P,16989
574453,83,R,P,O,16990
574441,45,H,G,I,16991
574464,61,H,G,C,16992
574482,4,R,G,C,17017
574494,51,L,P,P,17018
574532,38,L,P,O,17019
574561,90,R,P,P,17020
574592,40,R,P,O,17021
574596,31,R,P,O,17022
574582,77,R,G,O,17023
574580,7,L,P,O,17024
574575,90,R,P,O,17025
574585,48,H,P,O,17026
574629,81,R,G,O,17027
574656,73,R,O,D,17028
574637,10,H,G,C,17029
574693,90,L,O,O,17030
574692,45,H,P,O,17031
574708,12,R,P,O,17032
574708,66,H,G,O,17033
574708,81,R,P,O,17034
574707,10,R,O,O,17035
574706,37,H,G,I,17036
574725,45,R,O,T,17037
574725,50,R,G,O,17038
574725,61,H,P,O,17039
574733,45,H,G,C,17040
574789,43,R,G,C,17041
574820,4,R,P,O,17042
574797,60,R,P,O,17043
574854,66,R,P,O,17044
574839,48,R,P,O,17045
574833,76,H,G,C,17046
574870,14,R,P,O,17047
574887,11,R,G,O,17048
574903,72,R,P,O,17049
574902,78,R,G,T,17050
574902,90,R,P,O,17051
574951,70,R,G,O,17052
574936,78,R,P,O,17053
574966,67,R,P,O,17054
574966,85,L,P,O,17055
574985,57,L,P,O,17056
574960,13,R,P,O,17057
574971,16,R,P,O,17058
575016,44,R,O,O,17059
574992,40,R,G,I,17060
575011,90,R,P,O,17061
575023,69,R,G,I,17062
575025,90,L,G,O,17063
575041,82,R,P,P,17064
575077,22,R,P,O,17065
575106,27,H,P,O,17066
575090,22,L,O,O,17067
575090,88,R,P,P,17068
575139,6,R,O,T,17069
575129,27,R,P,O,17070
575129,87,R,P,O,17071
575144,52,R,P,O,17072
575164,22,R,G,I,17073
575159,45,R,G,C,17074
575153,90,L,P,P,17075
575193,45,R,P,P,17076
575193,50,R,O,O,17077
575199,72,R,G,I,17078
575206,90,L,P,P,17079
575189,88,R,O,D,17080
575203,14,R,G,O,17081
575203,44,R,O,O,17082
575183,66,R,P,O,17083
575240,12,L,P,O,17084
575237,90,R,P,O,17085
575218,67,R,G,I,17086
575256,70,R,P,O,17087
575246,51,L,O,O,17088
575337,30,R,P,O,17089
575337,86,L,P,P,17090
575336,20,R,P,O,17091
575331,45,R,O,D,17092
575370,60,R,G,O,17093
575349,71,R,O,O,17094
575349,45,L,O,O,17095
575354,90,R,P,O,17096
575353,27,L,P,I,17097
575353,62,R,G,C,17098
575378,42,R,P,O,17099
575401,60,L,P,O,17100
575413,65,R,O,D,17101
575449,27,H,G,O,17102
575453,30,R,G,O,17103
575466,84,H,G,C,17104
575466,28,H,P,I,17105
575489,8,H,G,C,17106
575479,55,R,O,O,17107
575524,56,L,G,O,17108
575507,29,R,G,O,17109
575515,87,R,P,O,17110
575563,78,R,G,O,17111
575544,19,R,G,C,17112
575562,58,L,P,O,17113
575562,47,L,P,O,17114
575558,90,R,P,O,17115
575592,20,R,G,O,17116
575611,32,H,G,C,17117
575624,41,R,O,D,17118
575604,13,L,P,O,17119
575610,90,L,P,O,17120
575634,79,H,P,P,17121
575650,53,H,G,I,17122
575641,83,R,P,O,17123
575641,73,R,P,C,17124
575641,63,R,P,O,17125
575641,7,L,G,O,17126
575658,69,H,G,C,17127
575658,74,L,P,O,17128
575653,16,L,O,I,17129
575640,76,R,P,O,17130
575670,77,H,P,C,17131
575665,82,H,P,I,17132
575684,14,H,P,O,17133
575713,55,H,P,C,17134
575697,28,H,P,C,17135
575723,70,H,G,O,17136
575732,27,R,P,O,17137
575752,39,R,G,O,17138
575746,42,R,O,O,17139
575800,2,L,P,O,17140
575802,18,L,P,O,17141
575822,41,H,P,I,17142
575823,85,H,P,C,17143
575850,79,R,P,O,17144
575862,10,R,P,P,17145
575882,54,H,G,C,17146
575879,62,R,P,P,17147
575897,25,R,P,O,17148
575944,67,R,P,O,17149
575938,72,L,P,O,17150
575967,9,L,G,I,17151
575970,66,L,P,O,17152
575992,57,R,P,P,17153
576021,90,H,G,O,17154
576048,80,R,P,I,17155
576042,49,R,P,O,17156
576085,38,L,P,O,17157
576083,76,L,P,O,17158
576136,48,H,P,O,17159
576122,21,R,P,P,17160
576165,90,L,P,O,17161
576144,55,H,P,C,17162
576152,22,H,G,I,17163
576152,88,R,P,O,17164
576183,80,R,O,O,17165
576175,19,R,O,O,17166
576232,82,R,O,O,17167
576241,31,L,G,O,17168
576284,55,R,P,O,17169
576284,90,R,P,O,17170
576277,70,R,P,O,17171
576277,49,R,O,D,17172
576277,88,L,P,O,17173
576273,85,R,G,O,17174
576332,71,R,O,O,17175
576309,26,L,G,O,17176
576361,8,R,O,D,17177
576346,28,H,P,O,17178
576337,69,R,P,O,17179
576386,53,H,G,C,17180
576373,43,R,P,O,17181
576394,90,R,O,O,17182
576409,44,R,P,O,17183
576409,33,L,P,O,17184
576453,79,H,P,C,17185
576482,13,H,G,I,17186
576471,75,R,P,I,17187
576519,81,R,P,O,17188
576520,19,H,P,O,17189
576520,38,H,P,O,17190
576569,38,R,P,O,17191
576569,42,H,P,O,17192
576569,55,R,P,O,17193
576580,4,R,G,I,17194
576612,90,R,P,O,17195
576618,77,R,P,O,17196
576633,2,R,P,O,17197
576636,90,L,P,O,17198
576683,8,L,P,O,17199
576660,16,R,G,C,17200
576704,53,R,G,I,17201
576716,39,R,P,O,17202
576707,42,L,G,C,17203
576743,69,R,P,I,17204
576727,19,L,P,O,17205
576754,72,R,P,I,17206
576728,88,R,P,I,17207
576780,68,L,P,O,17208
576764,73,R,O,D,17209
576797,40,H,G,O,17210
576794,80,L,P,O,17211
576795,72,R,O,O,17212
576862,19,R,P,O,17213
576892,15,L,G,I,17214
576891,65,L,P,O,17215
576923,32,H,P,O,17216
576976,63,R,P,O,17217
576963,47,R,P,O,17218
577022,13,R,O,D,17219
577022,10,R,P,O,17220
577050,90,R,P,P,17221
577081,68,R,G,O,17222
577104,89,H,P,O,17223
577153,69,R,P,O,17224
577147,89,R,P,P,17225
577151,57,H,P,O,17226
577199,26,L,P,O,17227
577181,28,R,P,O,17228
577198,9,R,P,O,17229
577198,88,R,P,O,17230
577231,55,R,P,O,17231
577215,64,R,P,O,17232
577263,58,R,P,O,17233
577259,33,R,P,I,17234
577278,21,R,P,O,17235
577297,90,R,G,C,17236
577304,45,H,P,I,17237
577338,86,R,O,D,17238
577339,73,R,P,O,17239
577364,69,L,P,C,17240
577375,60,H,P,I,17241
577384,87,H,P,T,17242
577409,90,R,P,P,17243
577409,51,H,G,C,17244
577409,72,H,G,C,17245
577402,48,R,O,O,17246
577425,4,H,P,O,17247
577452,81,R,P,O,17248
577480,81,L,P,C,17249
577490,90,R,P,P,17250
577488,68,L,G,O,17251
577496,62,H,G,C,17252
577534,11,R,P,O,17253
577567,75,L,O,O,17254
577564,42,H,P,I,17255
577594,7,R,G,T,17256
577617,16,L,P,P,17257
577674,25,L,P,O,17258
577658,90,R,O,O,17259
577681,45,H,P,O,17260
577688,4,H,P,C,17261
577694,90,R,P,O,17262
577728,28,L,O,D,17263
577728,90,L,P,P,17264
577738,50,R,G,C,17265
577738,55,L,P,O,17266
577774,87,L,G,O,17267
577793,28,R,P,O,17268
577793,29,R,O,O,17269
577793,61,R,O,O,17270
577806,83,L,P,O,17271
577808,9,H,P,I,17272
577836,56,R,P,O,17273
577836,45,R,P,O,17274
577841,80,R,P,C,17275
577841,25,R,G,O,17276
577837,90,R,P,O,17277
577817,79,R,G,C,17278
577856,69,R,P,P,17279
577880,60,L,G,C,17280
577883,84,L,P,O,17281
577918,90,L,G,O,17282
577920,25,R,P,P,17283
577920,67,R,P,P,17284
577914,71,H,G,O,17285
577937,50,L,G,I,17286
577967,83,R,P,O,17287
577962,45,R,P,O,17288
577946,90,L,O,D,17289
578000,30,R,G,O,17290
577993,38,H,G,O,17291
578038,27,L,G,O,17292
578017,90,R,G,O,17293
578051,59,R,G,O,17294
578051,7,H,G,C,17295
578051,81,L,P,O,17296
578065,90,R,G,O,17297
578044,55,R,O,D,17298
578135,72,L,P,O,17299
578128,44,H,G,O,17300
578127,15,R,O,D,17301
578191,90,R,P,O,17302
578222,90,R,O,O,17303
578253,22,R,P,O,17304
578260,20,L,P,O,17305
578252,64,L,P,O,17306
578256,17,R,P,P,17307
578288,60,R,P,O,17308
578284,75,L,O,C,17309
578273,79,H,G,C,17310
578296,12,H,G,O,17311
578308,73,H,P,O,17312
578323,38,R,G,O,17313
578309,1,H,G,I,17314
578309,81,R,P,O,17315
578338,59,H,P,O,17316
578352,89,R,O,I,17317
578370,51,R,P,O,17318
578373,45,R,P,O,17319
578368,43,R,P,O,17320
578404,62,R,P,O,17321
578405,88,L,P,O,17322
578452,55,H,G,O,17323
578470,90,H,P,O,17324
578467,85,L,P,O,17325
578468,8,H,G,I,17326
578468,11,H,P,I,17327
578530,74,L,P,P,17328
578545,23,L,P,O,17329
578566,42,L,O,O,17330
578581,73,L,P,O,17331
578563,64,R,P,O,17332
578562,28,R,P,P,17333
578562,57,R,G,O,17334
578562,66,R,P,O,17335
578562,72,L,P,O,17336
578597,9,R,G,O,17337
578597,6,R,P,P,17338
578609,40,R,O,D,17339
578589,49,L,G,I,17340
578596,90,H,P,O,17341
578608,10,R,G,C,17342
578645,25,R,P,I,17343
578620,86,H,P,C,17344
578677,76,R,P,O,17345
578694,48,H,P,I,17346
578705,5,R,O,I,17347
578687,19,R,O,O,17348
578724,11,R,P,O,17349
578729,38,R,O,O,17350
578765,10,H,G,C,17351
578784,81,H,P,O,17352
578790,39,L,P,O,17353
578807,19,H,G,O,17354
578822,67,H,P,O,17355
578870,32,L,P,O,17356
578847,59,R,G,O,17357
578844,72,H,P,C,17358
578884,34,R,P,T,17359
578918,33,L,P,O,17360
578932,56,R,G,O,17361
578944,9,R,P,C,17362
578944,19,R,O,D,17363
578972,12,H,P,I,17364
578978,75,L,P,C,17365
578982,88,R,O,O,17366
578997,3,H,P,O,17367
578992,20,R,P,O,17368
578981,61,H,P,C,17369
578995,52,R,P,T,17370
578995,80,R,P,O,17371
579029,83,R,P,O,17372
579046,45,L,P,O,17373
579060,17,R,P,P,17374
579044,12,H,G,O,17375
579044,63,H,G,O,17376
579127,68,H,P,O,17377
579108,8,R,P,O,17378
579142,32,R,P,O,17379
579171,83,H,P,I,17380
579172,6,L,P,O,17381
579222,64,L,G,O,17382
579196,31,H,G,I,17383
579196,79,H,P,I,17384
579229,80,H,G,O,17385
579233,82,R,P,O,17386
579269,73,R,P,O,17387
579269,82,R,P,I,17388
579274,59,H,G,C,17389
579300,81,R,P,O,17390
579294,79,H,G,C,17391
579290,34,H,P,O,17392
579327,83,R,O,O,17393
579334,8,R,P,O,17394
579334,61,H,P,O,17395
579334,81,R,P,O,17396
579365,54,R,P,O,17397
579365,40,L,P,O,17398
579362,77,L,P,P,17399
579381,59,R,P,P,17400
579416,68,L,P,P,17401
579420,90,R,G,O,17402
579393,14,H,P,O,17403
579393,43,L,O,O,17404
579408,62,R,P,C,17405
579449,24,H,P,O,17406
579433,10,R,P,O,17407
579433,80,H,P,O,17408
579453,78,R,P,O,17409
579466,33,H,G,O,17410
579461,17,R,P,C,17411
579467,53,L,P,O,17412
579467,70,R,P,O,17413
579499,32,L,G,O,17414
579499,90,R,P,O,17415
579572,18,R,P,O,17416
579558,90,L,P,O,17417
579563,29,R,G,O,17418
579584,6,H,P,I,17419
579625,7,R,P,O,17420
579668,45,R,O,O,17421
579675,83,R,P,O,17422
579669,52,R,O,D,17423
579659,26,H,P,O,17424
579671,65,R,P,O,17425
579690,54,H,G,I,17426
579706,42,R,O,O,17427
579723,56,R,P,O,17428
579718,9,H,G,O,17429
579718,60,L,O,O,17430
579722,85,H,P,I,17431
579752,30,L,P,O,17432
579769,7,R,G,O,17433
579796,54,L,P,O,17434
579782,74,L,O,O,17435
579803,76,R,P,O,17436
579794,45,H,P,C,17437
579834,53,R,P,O,17438
579838,6,L,P,O,17439
579849,18,L,P,O,17440
579851,58,R,P,O,17441
579850,43,R,P,O,17442
579880,15,L,P,O,17443
579880,55,L,G,O,17444
579913,56,L,P,O,17445
579944,35,L,P,O,17446
579944,56,R,P,O,17447
579958,10,L,G,C,17449
579986,78,H,G,C,17476
579980,83,R,O,D,17477
580008,47,R,G,C,17478
580054,58,L,P,O,17479
580060,76,R,P,O,17480
580052,36,L,O,O,17481
580056,25,R,O,D,17482
580059,85,R,P,O,17483
580058,26,R,O,O,17484
580124,24,R,G,O,17485
580123,90,R,P,O,17486
580157,87,R,P,O,17487
580134,82,R,P,O,17488
580149,79,R,P,P,17489
580220,90,R,P,O,17490
580205,82,H,P,O,17491
580206,89,L,G,O,17492
580202,60,R,P,O,17493
580254,48,H,G,O,17494
580230,54,R,P,P,17495
580232,72,R,O,D,17496
580284,90,R,G,O,17497
580263,55,R,O,O,17498
580317,61,R,O,O,17499
580349,69,R,O,O,17500
580337,27,L,G,O,17501
579964,74,R,P,O,17502
580378,41,R,P,O,17503
580398,30,R,P,O,17504
580394,38,R,O,O,17505
580445,88,H,G,C,17506
580428,21,R,P,T,17507
580473,17,R,P,O,17508
580480,70,R,P,O,17509
580508,61,R,G,C,17510
580528,20,H,P,I,17511
580527,77,R,G,O,17512
580537,65,R,P,O,17513
580574,6,R,P,O,17514
580559,12,R,P,O,17515
580585,63,R,G,O,17516
580585,28,R,O,O,17517
580590,78,R,O,O,17518
580589,42,H,P,I,17519
580589,53,R,P,O,17520
580606,67,R,P,O,17521
580624,74,R,P,O,17522
580623,13,R,P,O,17523
580632,24,R,G,O,17524
580618,11,R,G,O,17525
580652,45,R,P,P,17526
580652,4,H,P,O,17527
580686,34,R,P,O,17528
580700,76,H,P,O,17529
580701,63,R,P,O,17530
580681,55,R,O,D,17531
580734,57,R,P,O,17532
580713,45,H,P,O,17533
580713,86,R,P,P,17534
580751,21,R,P,O,17535
580762,79,R,G,P,17536
580749,10,R,O,O,17537
580765,90,L,P,O,17538
580765,70,R,P,O,17539
580799,4,L,P,O,17540
580774,6,H,P,O,17541
580798,73,R,P,O,17542
580781,45,L,P,O,17543
580787,90,H,G,O,17544
580827,46,R,G,O,17545
580814,52,L,G,O,17546
580844,10,L,P,O,17547
580864,42,L,P,O,17548
580849,23,R,P,O,17549
580858,45,H,P,O,17550
580902,84,R,G,O,17551
580901,56,R,O,O,17552
580928,80,R,G,C,17553
580927,86,H,P,O,17554
580958,74,L,P,O,17555
580990,78,R,P,O,17556
580992,59,L,G,O,17557
580992,81,R,P,O,17558
580992,90,R,P,O,17559
580968,31,R,G,I,17560
580991,39,R,P,O,17561
580976,77,R,P,O,17562
580993,25,R,P,O,17563
581017,63,R,P,O,17564
581017,52,R,O,O,17565
581056,19,R,P,O,17566
581039,45,L,G,O,17567
581039,77,H,G,O,17568
581040,47,R,P,O,17569
581068,42,R,P,O,17570
581076,83,H,G,C,17571
581106,52,H,P,I,17572
581105,87,R,P,O,17573
581136,24,R,P,O,17574
581136,3,R,P,O,17575
581152,28,R,O,O,17576
581131,59,R,O,O,17577
581138,26,R,P,O,17578
581167,53,H,G,C,17579
581160,40,H,G,C,17580
581215,16,R,P,O,17581
581234,77,H,P,O,17582
581266,58,R,P,O,17583
581314,82,L,P,O,17584
581309,61,H,P,I,17585
581321,31,L,O,O,17586
581343,49,R,G,O,17587
581329,73,R,P,T,17588
581329,89,R,P,O,17589
581323,90,H,P,O,17590
581374,90,L,P,O,17591
581357,62,R,G,C,17592
581409,61,L,G,O,17593
581410,69,L,G,O,17594
581408,90,H,G,O,17595
581403,15,L,P,O,17596
581440,47,R,P,P,17597
581418,70,L,P,I,17598
581424,28,H,P,I,17599
581424,82,R,P,P,17600
581452,80,R,O,D,17601
581455,16,L,P,P,17602
581455,58,L,P,O,17603
581469,87,L,O,O,17604
581458,37,L,P,O,17605
581458,60,R,P,O,17606
581458,90,R,P,O,17607
581454,70,L,O,O,17608
581457,85,R,P,O,17609
581499,76,H,P,I,17610
581534,24,R,P,O,17611
581569,69,R,P,O,17612
581568,74,R,P,O,17613
581596,58,L,P,O,17614
581597,14,R,P,O,17615
581579,8,R,O,D,17616
581586,88,R,O,O,17617
581626,33,R,P,P,17618
581631,80,L,P,O,17619
581645,4,R,P,P,17620
581683,45,H,P,I,17621
581682,41,H,P,I,17622
581958,90,H,P,O,17623
581674,34,R,O,O,17624
581721,66,R,P,O,17625
581709,45,R,O,D,17626
581702,64,H,G,O,17627
581716,22,L,O,O,17628
581711,90,R,G,I,17629
581742,81,R,P,O,17630
581740,22,L,O,O,17631
581755,8,H,P,O,17632
581766,71,L,G,O,17633
581775,86,L,P,O,17634
581801,90,H,P,I,17635
581813,3,R,P,O,17636
581813,10,R,G,C,17637
581833,47,L,P,T,17638
581848,47,H,G,O,17639
581857,89,R,P,O,17640
581866,64,R,P,P,17641
581847,76,L,P,O,17642
581847,69,R,P,C,17643
581847,74,H,G,O,17644
581885,12,R,P,O,17645
581884,89,R,O,O,17646
581887,26,H,G,O,17647
581882,45,R,P,P,17648
581938,22,H,P,C,17649
581915,24,R,P,O,17650
581994,83,R,O,O,17651
582011,38,R,P,O,17652
582023,40,H,P,O,17653
582038,21,R,G,C,17654
582089,86,H,P,O,17655
582079,90,R,P,O,17656
582101,70,L,O,O,17657
582117,71,H,P,O,17658
582162,84,R,G,I,17659
582170,63,R,P,O,17660
582148,30,R,P,P,17661
582153,90,H,G,T,17662
582154,80,R,P,O,17663
582187,73,L,P,O,17664
582205,55,R,O,O,17665
582206,83,H,P,O,17666
582240,65,R,P,O,17667
582243,76,H,P,O,17668
582223,89,R,P,O,17669
582261,76,R,P,O,17670
582261,70,L,P,O,17671
582263,65,L,P,O,17672
582313,4,R,O,D,17673
582345,32,R,G,O,17674
582370,18,L,P,P,17675
582370,41,R,P,O,17676
582366,59,R,P,O,17677
582449,40,R,P,O,17678
582460,12,R,P,T,17679
582460,69,R,O,O,17680
582497,63,R,P,I,17681
582497,81,R,P,O,17682
582495,68,R,P,O,17683
582489,13,R,P,O,17684
582502,5,L,G,C,17685
582516,85,R,P,O,17686
582514,37,R,O,D,17687
582539,71,R,G,O,17688
582551,90,R,G,O,17689
582553,89,R,P,I,17690
582558,20,L,P,O,17691
582572,22,R,P,O,17692
582542,12,H,P,C,17693
582644,45,L,P,O,17694
582614,28,L,G,C,17695
582673,45,R,P,O,17696
582678,58,R,P,O,17697
582678,50,L,G,O,17698
582880,59,R,P,O,17699
582880,86,R,P,O,17700
582929,29,R,G,O,17701
582912,83,L,P,O,17702
582922,35,L,G,C,17703
582915,37,R,P,P,17704
582908,3,H,P,O,17705
582975,15,H,G,C,17706
582950,78,L,P,O,17707
582985,55,R,P,T,17708
582994,63,H,G,T,17709
583001,51,H,P,I,17710
583007,41,L,P,O,17711
583003,77,H,G,C,17712
583039,5,R,P,O,17713
583037,54,R,O,O,17714
583026,87,R,P,O,17715
582716,8,L,P,O,17716
582715,45,H,P,O,17717
582715,81,R,P,P,17718
582715,90,L,P,O,17719
582752,82,H,P,O,17720
582731,41,R,O,O,17721
582730,15,R,P,O,17722
582789,3,R,P,O,17723
582769,77,R,P,O,17724
582776,27,R,P,O,17725
582819,53,L,P,O,17726
582806,13,R,O,D,17727
582816,16,R,P,C,17728
582823,69,R,P,O,17729
582840,82,R,G,O,17730
582860,55,L,P,O,17731
582860,34,R,P,P,17732
582896,24,L,P,O,17733
583059,84,L,P,O,17734
583113,87,R,G,O,17735
583098,14,H,P,C,17736
583109,26,R,P,O,17737
583115,27,R,G,O,17738
583165,81,R,P,O,17739
583165,90,R,P,O,17740
583201,53,L,P,O,17741
583203,8,L,O,O,17742
583203,37,L,P,O,17743
583221,67,R,P,O,17744
583256,18,R,P,O,17745
583237,80,H,G,I,17746
583266,18,H,G,C,17747
583282,50,H,G,C,17748
583294,73,L,P,I,17749
583289,78,R,G,O,17750
583307,68,R,P,O,17751
583309,83,R,P,O,17752
583311,57,R,P,O,17753
583313,13,L,P,O,17754
583314,78,L,P,O,17755
583304,20,R,G,C,17756
583402,27,H,P,I,17757
583380,34,R,G,O,17758
583404,29,R,P,O,17759
583436,62,R,O,O,17760
583427,51,L,G,O,17761
583439,66,H,P,C,17762
583475,10,R,P,O,17763
583455,18,R,O,D,17764
583457,33,R,G,I,17765
583511,59,R,P,O,17766
583511,62,R,P,O,17767
583545,45,L,O,O,17768
583547,43,R,G,O,17769
583524,59,R,P,P,17770
583566,77,R,G,C,17771
583559,60,R,P,P,17772
583615,76,R,P,O,17773
583609,36,R,P,O,17774
583647,53,R,G,C,17775
583684,31,H,P,I,17776
583675,51,R,P,P,17777
583691,41,H,P,O,17778
583710,34,R,P,P,17779
583709,68,H,P,O,17780
583758,22,R,G,I,17781
583740,16,R,O,O,17782
583746,34,R,P,P,17783
583790,31,H,G,C,17784
583801,64,R,P,O,17785
583834,90,H,G,C,17786
583816,86,R,O,O,17787
583855,61,L,G,O,17788
583902,89,L,P,O,17789
583921,21,R,P,O,17790
583927,44,R,G,O,17791
583981,47,R,P,O,17792
583970,45,H,G,O,17793
583958,35,R,G,O,17794
583956,17,R,P,P,17795
583993,19,R,P,O,17796
584013,90,R,G,O,17797
584018,55,R,P,O,17798
584018,73,H,G,C,17799
583991,41,L,O,D,17800
584052,48,H,G,T,17801
584034,51,R,O,O,17802
584033,25,R,P,O,17803
584085,9,R,O,D,17804
584125,86,L,O,D,17805
584116,34,R,G,I,17806
584118,30,R,P,O,17807
584107,69,H,G,C,17808
584156,9,R,P,O,17809
584140,48,R,O,C,17810
584142,70,H,G,O,17811
584134,90,R,P,O,17812
584288,37,R,P,O,17813
584288,85,R,P,O,17814
584285,80,R,O,O,17815
584306,29,R,P,O,17816
584306,45,R,P,O,17817
584323,71,R,P,C,17818
584318,69,R,P,O,17819
584322,90,L,G,O,17820
584324,56,R,P,O,17821
584372,63,H,P,O,17822
584375,14,R,P,O,17823
584375,53,R,P,O,17824
584378,67,L,G,O,17825
584371,51,R,O,O,17826
584386,51,H,P,C,17827
584425,19,L,P,P,17828
584429,53,R,G,O,17829
584449,25,L,P,O,17830
584485,86,R,P,O,17831
584487,14,R,P,P,17832
584466,44,R,G,O,17833
584473,63,R,P,C,17834
584519,74,R,P,O,17835
584504,90,H,G,C,17836
584533,63,H,P,T,17837
584551,22,L,P,O,17838
584573,75,L,O,D,17839
584593,30,H,G,I,17840
584574,20,R,P,O,17841
584619,47,R,P,C,17842
584628,66,R,P,O,17843
584629,62,H,P,O,17844
584658,10,L,O,T,17845
584682,72,R,P,O,17846
584682,14,R,P,O,17847
584682,47,R,P,O,17848
584718,61,R,P,O,17849
584735,87,R,P,O,17850
584755,76,R,P,P,17851
584754,17,H,P,O,17852
584803,90,R,P,O,17853
584815,75,R,G,O,17854
584843,22,L,P,P,17855
584846,57,R,G,C,17856
584842,90,R,O,O,17857
584844,62,H,G,O,17858
584862,42,H,P,O,17948
584878,65,L,P,O,17949
584859,10,R,P,P,17950
584890,37,H,G,C,17951
584899,68,R,P,O,17952
584917,90,L,P,O,17953
584914,89,L,P,O,17954
584901,64,R,G,O,17955
584891,46,H,P,I,17956
584919,67,R,P,O,17957
584912,13,R,O,O,17958
584925,45,L,G,O,17959
584929,65,R,G,O,17960
584947,90,R,O,D,17961
584945,30,L,O,O,17962
584935,87,L,P,O,17963
584984,90,H,P,O,17964
585006,11,L,G,O,17965
585006,60,R,P,I,17966
585062,75,R,P,O,17967
585058,3,L,P,O,17968
585061,50,L,O,O,17969
585078,76,R,P,P,17970
585109,14,L,P,O,17971
585109,30,L,G,O,17972
585145,90,R,G,O,17973
585151,53,R,P,P,17974
585187,73,H,G,T,17975
585213,27,R,G,O,17976
585221,51,R,P,O,17977
585223,30,R,G,O,17978
585223,45,R,G,O,17979
585223,53,H,P,O,17980
585255,87,H,P,O,17981
585286,57,R,P,C,17982
585288,3,L,O,O,17983
585288,44,H,P,C,17984
585314,23,H,P,I,17985
585308,69,R,P,O,17986
585311,82,R,P,P,17987
585289,29,L,P,O,17988
585332,83,L,O,D,17989
585344,21,R,P,O,17990
585383,45,R,P,P,17991
585366,82,L,P,C,17992
585382,90,R,P,O,17993
585414,90,L,O,I,17994
585397,73,H,G,T,17995
585401,11,H,G,T,17996
585451,3,R,P,O,17997
585445,70,H,P,C,17998
585437,90,R,G,O,17999
585494,13,R,P,P,18000
585491,89,R,O,O,18001
585475,55,R,P,O,18002
585476,62,L,O,O,18003
585518,88,L,G,O,18004
585506,77,L,G,O,18005
585546,83,L,G,O,18006
585546,60,L,O,O,18007
585584,48,R,O,O,18008
585584,22,L,P,I,18009
585594,90,L,P,O,18010
585636,50,L,P,C,18011
585657,34,L,P,O,18012
585657,43,L,P,O,18013
585647,90,L,P,O,18014
585704,51,L,O,O,18015
585710,90,R,P,P,18016
585693,4,R,P,O,18017
585740,83,H,P,O,18018
585722,63,R,P,O,18019
585746,87,R,O,O,18020
585746,85,R,P,O,18021
585817,34,R,P,O,18022
585817,88,R,P,O,18023
585797,37,H,G,O,18024
585837,23,L,P,O,18025
585833,66,R,P,P,18026
585855,57,R,G,O,18027
585891,29,L,P,O,18028
585891,64,R,P,O,18029
585872,16,R,P,O,18030
585927,68,L,P,O,18031
