PLAYER_MATCH,TIME,METHOD,PLACE,PLAY,PLAYER_MATCH_GOAL
703386,77,L,P,O,27468
703379,55,H,P,C,27469
703388,80,H,G,O,27470
703399,66,H,P,O,27471
703407,6,R,P,O,27472
703415,51,R,P,C,27473
703405,80,L,O,O,27474
703451,47,H,G,C,27475
703458,5,L,P,O,27476
703434,90,R,P,O,27477
703443,26,R,O,C,27478
703473,19,R,P,O,27479
703478,48,L,P,O,27480
703477,16,R,P,C,27481
703472,90,R,G,C,27482
703508,42,L,P,O,27483
703545,49,R,P,O,27484
703551,7,R,P,O,27485
703605,45,H,G,I,27486
703639,42,R,O,D,27487
703624,50,L,G,O,27488
703641,71,R,P,O,27489
703662,16,R,P,O,27490
703660,2,L,P,O,27491
703659,65,R,P,O,27492
703650,70,L,O,I,27493
703691,62,H,P,O,27494
703693,71,L,O,C,27495
703732,10,H,P,C,27496
703728,70,L,O,T,27497
703823,21,L,P,O,27498
703820,39,L,G,O,27499
703859,74,H,G,C,27500
703859,42,L,G,O,27501
703840,24,R,O,D,27502
703889,24,R,G,C,27503
703876,89,R,P,O,27504
703876,53,H,P,C,27505
703887,90,H,P,O,27506
703877,5,R,P,O,27507
703866,45,H,P,C,27508
703919,86,H,P,O,27509
703967,78,R,O,O,27510
703982,8,R,P,O,27511
704074,7,L,G,O,27512
704075,85,R,P,O,27513
704185,88,R,P,O,27514
704218,43,R,P,O,27515
704255,66,L,O,O,27516
704254,86,R,P,O,27517
704245,79,R,G,I,27518
704273,45,R,P,P,27519
704288,79,R,O,D,27520
704301,38,L,P,O,27521
704306,77,L,P,I,27522
704326,85,H,P,T,27523
704327,69,R,P,P,27524
704346,55,L,P,O,27525
704348,58,R,P,P,27526
704396,45,R,P,O,27527
704419,65,R,G,O,27529
704449,62,R,P,O,27530
704461,81,R,G,O,27531
704473,73,R,G,O,27532
704480,33,H,G,C,27533
704492,86,H,P,I,27534
704492,56,R,G,O,27535
704503,78,H,G,C,27536
704512,66,R,P,O,27537
704537,69,H,G,C,27538
704544,90,R,G,I,27539
704563,38,R,P,C,27540
704560,90,R,P,O,27541
704558,58,L,P,I,27542
704590,49,R,P,C,27543
704592,90,H,P,I,27544
704595,59,R,O,O,27545
704596,82,L,P,O,27546
704601,2,L,P,O,27547
704637,29,H,G,O,27548
704669,54,L,O,T,27549
704673,57,H,P,O,27550
704742,23,R,G,O,27551
704738,65,R,P,O,27552
704739,34,L,P,O,27553
704800,83,H,G,O,27554
704796,60,L,P,O,27555
704817,56,R,O,O,27556
704869,82,L,G,O,27557
704908,83,H,P,O,27558
704890,85,L,G,O,27559
704884,25,L,P,O,27560
704943,42,L,P,O,27561
704925,36,R,P,P,27562
704920,29,L,P,O,27563
704980,42,R,P,O,27564
704977,57,R,P,O,27565
704958,72,H,G,C,27566
705006,45,R,P,O,27567
705014,9,H,P,I,27568
705047,42,L,G,O,27569
705047,80,L,G,O,27570
705029,67,H,G,O,27571
705049,76,R,P,O,27572
705051,55,L,G,O,27573
705068,34,H,G,C,27574
705063,3,R,P,O,27575
705067,90,L,P,O,27576
705069,85,R,P,P,27577
705119,71,R,G,O,27578
705106,48,R,G,I,27579
705100,6,H,G,C,27580
705157,35,R,P,O,27581
705156,76,R,G,O,27582
705153,57,R,O,O,27583
705153,61,R,P,O,27584
705177,49,L,P,C,27585
705168,22,L,G,C,27586
705171,88,R,P,O,27587
705189,51,R,P,O,27588
705193,74,R,P,O,27589
705194,24,H,P,O,27590
705169,36,R,P,C,27591
705211,81,H,G,O,27592
705211,72,R,G,O,27593
705268,87,L,P,O,27594
705247,27,R,G,O,27595
705245,57,R,P,O,27596
705243,29,R,O,O,27597
705336,71,R,O,O,27598
705336,36,R,P,O,27599
705335,90,R,P,O,27600
705335,88,R,O,O,27601
705335,63,H,G,O,27602
705335,25,R,P,O,27603
705310,59,L,P,O,27604
705410,27,R,P,O,27605
705411,72,H,G,O,27606
705394,23,R,P,O,27607
705443,3,R,P,I,27608
705426,90,L,P,O,27609
705426,89,R,P,O,27610
705427,61,L,P,O,27611
705428,77,H,G,O,27612
705429,8,R,P,I,27613
705482,72,L,P,O,27614
705482,13,L,G,O,27615
705482,11,L,P,O,27616
705480,45,R,P,O,27617
705475,69,H,G,I,27618
705473,84,L,O,I,27619
705464,66,L,P,O,27620
705471,87,R,P,O,27621
705512,1,R,P,O,27622
705500,51,R,G,O,27623
705530,56,L,P,O,27624
705532,51,R,O,D,27625
705531,45,R,P,O,27626
705565,19,L,P,O,27627
705573,15,R,P,O,27628
705616,60,H,G,O,27629
705646,86,R,P,O,27630
705652,33,H,G,C,27631
705644,72,H,G,I,27632
705691,41,R,P,O,27633
705698,58,L,P,O,27634
705700,36,L,P,O,27635
705700,23,R,P,O,27636
705690,5,H,P,C,27637
705735,58,L,P,P,27638
705712,90,R,P,O,27639
705715,8,R,P,O,27640
705716,29,R,G,O,27641
705751,85,H,P,C,27642
705752,45,R,P,O,27643
705754,2,H,P,O,27644
705771,5,H,G,C,27645
705773,29,R,G,O,27646
705773,56,H,G,C,27647
705746,83,R,P,C,27648
705807,70,R,P,O,27649
705813,75,H,P,O,27650
705817,88,L,P,O,27651
705824,69,H,P,O,27652
705836,39,L,P,O,27653
705844,43,H,P,I,27654
705844,24,R,P,O,27655
705886,23,L,G,C,27656
705880,26,H,P,O,27657
705880,78,R,P,O,27658
705894,45,H,P,O,27659
705962,90,H,G,C,27660
705967,32,R,G,O,27661
705970,8,H,G,C,27662
705986,55,R,P,P,27663
705988,29,R,P,O,27664
705989,57,L,G,O,27665
705997,31,H,G,C,27666
706039,90,R,O,O,27667
706041,87,R,P,O,27668
706044,52,H,P,I,27669
706044,33,L,P,O,27670
706096,61,L,G,O,27671
706089,70,R,P,O,27672
706134,86,R,O,O,27673
706133,73,L,G,O,27674
706165,71,R,P,O,27675
706178,54,H,G,C,27676
706186,1,R,P,O,27677
706226,73,R,P,O,27678
706280,74,R,G,O,27679
706280,45,R,G,O,27680
706254,38,L,P,P,27681
706259,11,L,P,O,27682
706260,90,R,P,P,27683
706293,47,L,P,O,27684
706341,45,R,G,C,27685
706343,82,R,P,O,27686
706347,84,R,P,O,27687
706351,80,L,P,O,27688
706368,50,R,P,O,27689
706410,82,H,P,I,27690
706421,24,L,O,D,27691
706421,88,L,P,O,27692
706457,34,L,P,O,27693
706441,82,R,P,O,27694
706489,90,R,P,O,27695
706495,21,R,P,I,27696
706468,13,L,O,O,27697
706530,44,R,P,O,27698
706532,48,R,O,O,27699
706573,72,H,P,O,27700
706584,36,R,P,O,27701
706585,86,L,P,O,27702
706656,82,R,G,O,27703
706654,70,R,P,C,27704
706692,40,H,P,O,27705
706684,27,R,P,I,27706
706725,17,H,P,O,27707
706727,40,R,P,O,27708
706728,77,H,G,O,27709
706729,57,L,P,O,27710
706783,90,R,P,O,27711
706762,49,R,G,C,27712
706817,77,H,G,O,27713
706799,61,H,G,O,27714
706837,27,R,O,O,27715
706835,50,L,P,O,27716
706835,6,H,G,O,27717
706871,45,L,P,O,27718
706871,48,R,O,O,27719
706872,63,H,P,O,27720
706887,77,R,P,O,27721
706924,46,R,P,O,27722
706924,28,R,O,O,27723
706926,42,L,P,O,27724
706963,41,H,P,O,27725
706945,62,R,P,P,27726
706957,50,R,O,O,27727
706980,53,L,P,O,27728
706981,77,L,P,O,27729
706981,90,L,O,O,27730
706979,24,R,P,O,27731
707028,66,R,O,O,27732
707031,38,R,O,O,27733
707049,63,H,G,C,27734
707049,43,R,G,O,27735
707070,57,R,P,O,27736
707071,45,H,G,C,27737
707090,3,R,O,O,27738
707134,76,H,P,C,27739
707163,77,L,G,C,27740
707156,72,L,O,O,27741
706980,45,H,P,O,27770
707196,73,R,P,C,27771
707213,55,H,G,O,27772
707195,67,L,P,O,27773
707251,6,L,P,O,27774
707270,46,R,P,O,27775
707286,50,R,P,P,27776
707306,30,L,P,O,27777
707325,27,R,P,O,27778
707357,57,L,O,O,27779
707335,19,L,G,O,27780
707331,68,H,G,O,27781
707420,63,H,P,C,27782
707429,89,R,P,P,27783
707430,37,R,P,O,27784
707432,27,H,P,I,27785
707432,31,R,G,O,27786
707432,81,R,P,O,27787
707522,89,R,G,I,27788
707510,4,R,O,O,27789
707517,83,R,P,O,27790
707518,90,R,P,P,27791
707610,49,R,O,O,27792
707595,82,R,G,O,27793
707595,77,R,P,O,27794
707629,69,H,G,O,27795
707630,45,R,G,C,27796
707644,68,R,P,O,27797
707645,15,H,G,O,27798
707646,23,R,O,D,27799
707667,79,H,P,O,27800
707657,89,R,O,O,27801
707661,44,L,G,O,27802
707665,59,L,G,O,27803
707665,51,R,P,O,27804
707721,20,L,G,P,27805
707757,2,R,P,O,27806
707757,77,R,G,O,27807
707757,82,R,G,O,27808
707755,30,R,O,O,27809
707772,56,R,G,T,27810
707787,90,R,O,O,27811
707792,13,R,P,O,27812
707803,87,H,G,O,27813
707811,65,H,G,C,27814
707825,34,H,G,O,27815
707825,38,L,P,O,27816
707827,60,R,P,I,27817
707845,51,R,G,I,27818
707882,67,R,P,P,27819
707882,20,H,G,I,27820
707971,67,L,O,O,27864
708003,16,L,P,O,27865
708005,9,R,P,O,27866
708005,23,L,O,T,27867
708008,90,L,P,O,27868
708019,35,R,G,O,27869
708019,49,H,G,I,27870
708020,3,L,P,O,27871
708027,86,L,G,O,27872
708071,75,R,P,C,27873
708052,85,L,G,O,27874
708062,40,H,P,C,27875
708087,21,H,G,C,27876
708112,37,L,P,O,27877
708115,90,H,G,I,27878
708098,18,L,G,O,27879
708135,90,R,G,O,27880
708159,16,R,P,I,27881
708170,56,R,P,O,27882
708222,21,R,P,O,27883
708253,29,R,O,O,27884
708242,36,L,P,O,27885
708289,19,R,P,O,27886
708277,85,H,P,O,27887
708311,45,R,P,O,27888
708319,11,L,P,O,27889
708327,18,H,P,C,27890
708410,47,L,G,T,27891
708379,27,L,P,O,27892
708380,60,R,O,O,27893
708384,62,L,P,O,27894
708385,17,R,G,O,27895
708385,55,L,P,O,27896
708386,79,L,P,O,27897
708387,19,R,P,O,27898
708402,44,R,P,O,27899
708424,48,R,G,O,27900
708424,42,R,P,O,27901
708457,47,L,P,O,27902
708490,90,R,P,O,27903
708493,71,R,P,P,27904
708503,39,H,P,C,27905
708550,89,R,P,P,27906
708528,82,L,P,O,27907
708569,50,L,P,O,27908
708569,75,L,P,P,27909
708582,20,R,O,O,27910
708583,51,R,P,O,27911
708620,63,R,O,D,27912
708598,80,R,P,O,27913
708658,10,H,P,I,27914
708658,75,R,P,P,27915
708652,45,R,O,O,27916
708668,87,H,G,O,27917
708673,12,R,O,C,27918
708676,71,H,P,I,27919
708676,90,R,P,O,27920
708687,49,R,P,T,27921
708693,45,R,P,O,27922
708709,28,L,P,O,27923
708711,33,L,P,O,27924
708724,78,H,G,O,27925
708737,73,H,P,C,27926
708746,75,L,P,O,27927
708747,30,R,P,P,27928
708780,86,H,P,C,27929
708830,16,L,O,O,27930
708831,18,R,P,P,27931
708816,63,L,G,O,27932
708845,56,R,P,C,27933
708871,49,R,G,O,27934
708879,24,H,G,O,27935
708886,85,R,P,O,27936
708936,40,L,P,O,27937
708945,74,R,P,O,27938
708943,53,H,P,O,27939
708938,88,R,P,O,27940
708929,89,L,P,O,27941
708926,12,R,O,O,27942
708942,90,R,P,O,27943
708983,24,R,P,O,27944
708957,12,L,P,O,27945
708961,45,R,P,I,27946
708962,4,L,P,O,27947
708962,56,R,P,I,27948
708996,51,L,P,O,27949
709013,22,L,P,O,27950
708993,58,L,P,O,27951
709051,51,L,P,O,27952
709068,50,R,P,P,27953
709073,90,R,P,O,27954
709080,31,R,P,O,27955
709091,43,L,O,O,27956
709107,58,H,G,C,27957
709102,75,R,P,O,27958
709105,50,L,P,O,27959
709144,81,L,P,O,27960
709194,16,R,O,C,27961
709217,13,R,P,O,27962
709209,90,R,G,T,27963
709230,15,R,O,O,27964
709233,64,L,G,O,27965
709234,10,L,P,O,27966
709254,52,H,P,O,27967
709272,7,H,P,I,27968
709284,29,R,O,O,27969
709290,18,R,P,O,27970
709324,74,R,G,O,27971
709357,44,R,O,O,27995
709405,90,H,P,C,27996
709450,81,H,P,O,27997
709469,73,H,P,C,27998
709470,39,L,P,O,27999
709482,33,L,P,C,28000
709486,60,L,P,O,28001
709522,29,L,G,O,28002
709561,21,L,P,O,28003
709561,75,L,P,O,28004
709540,55,R,G,O,28005
709552,24,R,G,C,28006
709553,56,L,G,O,28007
709579,55,H,P,O,28008
709603,90,L,P,P,28009
709612,74,H,G,C,28010
709615,67,R,P,O,28011
709625,64,H,P,C,28012
709633,46,R,G,O,28013
709645,19,L,P,O,28014
709650,50,R,P,P,28015
709651,74,R,G,O,28016
709660,65,R,P,O,28017
709687,64,L,O,O,28018
709718,41,R,G,O,28019
709713,36,H,P,I,28020
709753,70,L,P,O,28021
709759,84,R,P,O,28022
709759,31,R,P,I,28023
709759,26,H,G,C,28024
709790,29,H,G,O,28025
709793,40,R,O,O,28026
709825,1,R,P,O,28027
709829,35,R,P,O,28028
709846,45,R,P,O,28029
709840,6,L,P,P,28030
709878,49,L,O,O,28031
709885,45,R,G,O,28032
709902,41,L,P,O,28033
709902,31,L,O,O,28034
709897,68,R,P,O,28035
709933,37,H,G,O,28036
709937,54,R,P,O,28037
709939,70,L,P,O,28038
709956,14,R,P,O,28039
709930,45,H,P,O,28040
709984,38,L,G,I,28041
709991,62,R,P,O,28042
709991,23,L,P,O,28043
709993,17,L,P,O,28044
710002,64,R,P,O,28045
710010,11,L,P,O,28046
710063,28,R,P,O,28047
710042,60,R,G,O,28048
710046,44,R,P,O,28049
710053,45,H,G,C,28050
710093,8,R,P,O,28051
710077,45,H,G,C,28052
710110,90,R,G,O,28053
710111,56,R,G,O,28054
710136,53,L,O,O,28055
710153,65,R,P,O,28056
710171,85,R,P,O,28057
710196,66,R,P,C,28058
710251,45,R,P,O,28059
710239,19,L,P,O,28060
710246,62,R,G,O,28061
710295,74,L,G,O,28062
710319,4,R,P,O,28063
710354,90,R,P,P,28064
710432,45,H,G,C,28065
710388,84,R,G,O,28066
710390,47,R,P,P,28067
710423,45,R,O,T,28068
710405,87,R,O,O,28069
710406,18,L,P,O,28070
710408,58,H,G,O,28071
710408,52,H,G,O,28072
710479,13,R,P,O,28073
710498,79,R,P,O,28074
710477,45,L,O,O,28075
710510,84,R,P,O,28076
710517,77,R,P,P,28077
710530,25,R,O,D,28078
710530,19,R,O,O,28079
710533,86,R,P,O,28080
710535,32,R,O,O,28081
710549,45,L,G,O,28082
710553,56,H,G,O,28083
710562,59,H,G,C,28084
710577,83,L,G,I,28085
710589,87,L,P,O,28086
710589,68,L,P,O,28087
710588,3,L,P,O,28088
710590,69,R,P,O,28089
710587,72,L,P,O,28090
710626,79,L,G,O,28091
710637,65,R,O,O,28092
710642,37,R,P,O,28093
710651,55,H,G,C,28094
710687,78,H,P,C,28095
710693,66,R,O,O,28096
710693,28,R,P,O,28097
710693,18,H,P,P,28098
710730,47,R,O,D,28099
710732,90,R,O,O,28100
710753,75,R,P,T,28101
710786,77,L,P,O,28102
710786,83,L,P,O,28103
710783,17,R,P,O,28104
710820,4,R,P,O,28105
710822,11,R,P,O,28106
710822,63,R,G,O,28107
710805,49,R,G,O,28108
710842,51,R,P,P,28109
710849,30,H,G,C,28110
710857,87,R,O,D,28111
710860,48,R,P,O,28112
710860,31,R,P,O,28113
710866,89,H,P,O,28114
710891,12,R,P,O,28115
710878,74,R,P,P,28116
710878,21,R,P,P,28117
710880,33,H,G,O,28118
710916,73,L,P,O,28119
710914,47,R,P,O,28120
710949,6,R,G,O,28121
710976,40,L,P,O,28122
710985,36,L,P,O,28123
711005,3,L,P,O,28124
711013,13,H,P,O,28125
711036,25,R,G,O,28126
711088,42,R,P,O,28127
711112,61,R,P,O,28128
711140,44,H,P,C,28129
711119,57,R,G,T,28130
711123,83,L,G,O,28131
711162,45,L,P,O,28132
711193,44,L,G,C,28133
711200,41,R,P,P,28134
711218,45,R,P,O,28135
711218,10,R,P,C,28136
711238,12,H,G,C,28137
711238,43,H,P,C,28138
711272,4,R,P,O,28139
711274,73,L,P,C,28140
711285,20,L,O,O,28141
711290,60,R,P,O,28142
711298,86,R,P,O,28143
711312,81,R,P,C,28144
711346,53,R,P,O,28145
711348,65,L,O,O,28146
711348,54,H,P,O,28147
711353,21,H,G,O,28148
711356,80,H,P,C,28149
711345,74,L,P,O,28150
711380,6,L,P,O,28151
711413,3,R,P,O,28152
711437,88,H,P,O,28153
711456,43,L,P,O,28154
711469,77,R,P,P,28155
711506,43,L,G,C,28156
711489,45,R,P,O,28157
711500,54,R,G,I,28158
711529,89,R,P,O,28159
711555,89,R,G,O,28160
711561,90,L,P,O,28161
711575,3,H,P,O,28162
711601,90,H,P,O,28163
711611,23,L,G,O,28164
711618,43,H,G,O,28165
711619,50,R,P,O,28166
711673,25,H,P,O,28167
711719,27,R,G,O,28168
711757,32,L,G,C,28169
711757,69,R,P,O,28170
711758,38,L,G,I,28171
711759,11,L,O,O,28172
711735,61,H,G,C,28173
711792,27,R,G,O,28174
711792,52,L,G,O,28175
711795,34,R,O,D,28176
711797,85,R,P,O,28177
711813,87,H,G,I,28178
711807,40,R,O,O,28179
711885,23,L,P,O,28180
711952,45,L,O,D,28181
712012,40,R,P,O,28182
712013,19,H,P,O,28183
712014,90,L,O,O,28184
712025,14,H,P,C,28185
712027,70,L,P,O,28186
712031,80,R,G,O,28187
712031,89,R,P,O,28188
712045,90,L,O,O,28189
712080,19,R,P,P,28190
712084,86,R,P,O,28191
712086,75,R,P,O,28192
712121,6,R,G,C,28193
712119,89,R,P,P,28194
712119,23,L,G,O,28195
712123,50,R,P,O,28196
712099,68,R,O,I,28197
712150,26,H,P,C,28198
712154,20,R,P,O,28199
712156,66,H,P,T,28200
712158,44,L,P,O,28201
712171,77,L,G,C,28202
712188,35,R,O,O,28203
712195,27,H,P,O,28204
712224,35,L,G,C,28205
712209,64,R,O,O,28206
712211,74,R,P,P,28207
712213,45,R,P,P,28208
712244,58,L,G,O,28209
712246,56,L,O,O,28210
712261,26,H,G,O,28211
712266,52,L,O,O,28212
712267,71,L,P,O,28213
712242,53,H,G,O,28214
712282,64,R,O,O,28215
712340,79,L,P,O,28216
712340,7,R,P,P,28217
712340,69,R,P,O,28218
712382,90,R,G,O,28219
712394,27,L,P,O,28220
712408,60,L,O,D,28221
712408,40,L,P,O,28222
712430,79,H,P,O,28223
712430,27,H,P,O,28224
712422,85,L,P,O,28225
712427,53,R,P,O,28226
712483,64,H,G,O,28227
712465,24,H,G,C,28228
712496,19,L,P,O,28229
712498,90,R,P,O,28230
712500,45,L,P,O,28231
712520,51,L,P,O,28232
712536,77,R,O,O,28233
712549,59,R,P,P,28234
712587,10,R,O,D,28235
712569,69,R,G,C,28236
712573,6,R,O,O,28237
712584,61,L,G,O,28238
712586,53,R,P,O,28239
712603,29,L,P,I,28240
712600,57,L,P,C,28241
712609,90,H,G,T,28242
712616,7,H,P,C,28243
712625,81,L,O,O,28244
712625,89,R,G,O,28245
712640,60,H,G,C,28246
712645,46,H,P,O,28247
712678,10,L,P,O,28248
712690,60,R,G,O,28249
712713,6,R,O,O,28250
712714,66,R,P,O,28251
712714,52,R,P,O,28252
712710,82,R,P,O,28253
712708,65,R,P,O,28254
712748,53,R,P,O,28255
712748,90,R,P,I,28256
712769,3,R,G,I,28257
712765,36,R,O,D,28258
712784,51,R,P,O,28259
712803,64,L,P,O,28260
712802,82,L,P,C,28261
712789,22,H,G,I,28262
712789,67,L,P,O,28263
712789,39,L,G,O,28264
712787,49,R,O,O,28265
712838,37,H,P,O,28266
712830,65,H,G,I,28267
712816,45,R,G,C,28268
712916,31,L,G,O,28269
712948,66,R,P,O,28270
712948,62,R,P,O,28271
712941,25,R,P,O,28272
712932,49,L,P,O,28273
712924,89,H,P,C,28274
712984,57,R,P,O,28275
712966,88,R,P,O,28276
712966,33,R,P,O,28277
713005,23,R,O,O,28278
713004,73,R,P,P,28279
713000,9,R,O,O,28280
712999,88,L,O,O,28281
712997,3,H,G,I,28282
713096,3,R,P,O,28283
713078,52,L,P,O,28284
713078,76,L,P,O,28285
713205,86,R,G,O,28286
713201,90,L,P,I,28287
713183,11,H,P,O,28288
713282,83,L,P,D,28289
713257,89,R,P,P,28290
713292,48,R,P,O,28291
713304,33,H,P,C,28292
713311,79,L,P,C,28293
713288,5,R,G,O,28294
713327,87,H,G,T,28295
713340,90,H,G,I,28296
713341,61,L,P,O,28297
713377,57,R,O,O,28298
713381,81,R,O,O,28299
713398,90,R,P,O,28300
713400,53,L,P,T,28301
713402,60,R,P,O,28302
713456,73,R,P,O,28303
713480,13,R,G,O,28304
713475,63,R,G,C,28305
713494,82,R,G,O,28306
713473,1,L,G,O,28307
713512,17,R,P,O,28308
713526,80,R,O,O,28309
713529,69,L,G,I,28310
713564,89,R,P,O,28311
713565,12,H,G,I,28312
713583,90,L,P,O,28313
713583,59,H,P,T,28314
713594,30,L,O,O,28315
713612,63,L,P,O,28316
713614,90,R,P,O,28317
713629,84,R,P,O,28318
713637,67,R,P,P,28319
713668,70,R,O,O,28320
713655,84,R,O,O,28321
713725,21,L,P,O,28322
713762,40,L,O,O,28323
713775,25,R,P,O,28324
713779,46,L,P,O,28325
713781,61,R,P,O,28326
713781,56,R,P,O,28327
713799,68,R,P,O,28328
713812,60,H,G,O,28329
713830,81,R,P,O,28330
713832,26,R,G,O,28331
713836,59,L,P,O,28332
713836,47,R,G,O,28333
713888,20,R,P,O,28334
713888,44,R,P,O,28335
713868,90,H,G,O,28336
713871,58,H,G,O,28337
713899,4,H,G,C,28338
713896,55,H,P,C,28339
713940,70,L,P,O,28340
713942,74,R,P,O,28341
713954,52,R,P,O,28342
713975,59,R,P,O,28343
713976,9,R,O,O,28344
713977,61,L,P,O,28345
713979,68,L,O,O,28346
713992,90,R,G,O,28347
713995,84,L,P,O,28348
713996,40,L,P,O,28349
714016,72,L,P,O,28350
714007,9,L,P,O,28351
714014,38,R,O,O,28352
714044,13,R,G,C,28353
714048,22,R,P,O,28354
714049,10,R,P,O,28355
714062,78,R,P,C,28356
714042,6,H,G,C,28357
714101,89,L,P,O,28358
714104,3,R,P,O,28359
714104,77,R,P,O,28360
714105,6,R,P,O,28361
714141,67,R,P,O,28362
714124,63,R,P,P,28363
714124,83,L,P,O,28364
714124,34,H,G,O,28365
714176,54,R,P,O,28366
714212,7,R,P,O,28367
714196,70,R,G,O,28368
714225,90,L,P,O,28369
714230,39,R,P,P,28370
714262,53,R,P,O,28371
714265,69,R,P,O,28372
714304,73,L,P,O,28373
714319,71,L,P,O,28374
714347,15,R,G,O,28375
714361,18,H,G,C,28376
714370,40,R,P,C,28377
714429,45,R,G,O,28378
714432,78,L,P,P,28379
714428,26,R,O,O,28380
714444,86,R,P,O,28381
714444,34,L,P,O,28382
714450,61,L,P,T,28383
714459,33,L,G,O,28384
714478,43,R,P,P,28385
714501,24,H,G,O,28386
714540,51,R,P,O,28387
714531,67,R,P,C,28388
714538,64,R,P,O,28389
714577,71,R,P,P,28390
714555,39,R,P,O,28391
714555,25,R,P,O,28392
714589,19,L,P,O,28393
714590,68,L,P,O,28394
714593,89,R,P,O,28395
714621,65,H,G,C,28396
714655,85,H,G,C,28397
714658,64,L,G,I,28398
714685,14,R,P,P,28399
714746,28,R,P,O,28400
714735,1,L,P,O,28401
714776,74,R,P,O,28402
714776,6,R,P,O,28403
714776,19,R,O,O,28404
714778,37,R,P,O,28405
714796,64,H,P,O,28406
714767,14,H,G,C,28407
714828,30,R,P,O,28408
714809,59,R,P,C,28409
714811,8,R,P,O,28410
714813,75,R,O,O,28411
714879,5,H,P,O,28412
714860,70,R,P,O,28413
714868,79,H,G,I,28414
714900,82,L,P,O,28415
714914,22,R,O,C,28416
714938,17,R,P,O,28417
714946,53,H,G,C,28418
714975,55,R,P,O,28419
714971,68,L,G,P,28420
715003,4,H,G,C,28421
715010,72,H,P,O,28422
715018,43,H,P,C,28423
715022,55,R,O,D,28424
715025,40,R,O,C,28425
715062,22,R,P,C,28426
715043,55,R,P,P,28427
715102,90,R,P,P,28428
715084,3,L,P,O,28429
715084,89,L,G,O,28430
715101,80,R,O,O,28431
715133,82,R,O,O,28432
715114,84,L,P,O,28433
715116,90,R,P,O,28434
715117,88,L,P,O,28435
715119,42,R,P,P,28436
715153,46,R,O,O,28437
715156,51,H,P,O,28438
715166,83,R,P,P,28439
715151,75,L,G,O,28440
715190,48,R,G,O,28441
715190,53,R,P,O,28442
715190,77,R,P,O,28443
715190,90,R,O,O,28444
715191,3,L,G,O,28445
715208,24,R,P,O,28446
715228,68,L,O,O,28447
715240,32,R,P,O,28448
715262,81,R,O,O,28449
715296,78,L,G,C,28450
715289,38,H,P,O,28451
715334,49,H,P,O,28452
715367,7,L,P,O,28453
715371,90,R,P,P,28454
715372,27,H,P,O,28455
715377,66,L,P,O,28456
715390,13,R,P,I,28457
715423,65,L,P,I,28458
715479,42,L,P,O,28459
715481,6,L,P,O,28460
715497,71,L,P,O,28461
715497,25,R,P,O,28462
715496,63,L,P,O,28463
715529,89,R,G,O,28516
715553,45,L,G,O,28517
715553,17,R,G,O,28518
715528,80,R,P,O,28519
715567,73,L,P,O,28520
715570,18,R,P,P,28521
715570,69,L,P,O,28522
715571,90,L,G,O,28523
715596,85,L,P,O,28524
715606,67,H,G,O,28525
715621,90,L,P,O,28526
715661,43,R,O,O,28527
715651,70,H,G,O,28528
715678,77,R,G,O,28529
715680,51,L,P,O,28530
715682,57,R,P,O,28531
715692,59,R,P,O,28532
715675,29,H,G,C,28533
715719,79,R,P,O,28534
715745,64,H,G,C,28535
715770,48,R,P,O,28536
715773,56,R,P,O,28537
715808,88,H,G,C,28538
715845,32,R,P,O,28539
715824,39,L,P,O,28540
715826,75,H,P,O,28541
715879,33,R,P,O,28542
715878,15,L,P,O,28543
715874,28,L,P,O,28544
715897,80,H,G,C,28545
715915,20,H,P,O,28546
715895,56,R,P,O,28547
715933,90,L,O,D,28548
715948,35,R,P,P,28549
715969,55,R,P,O,28550
715971,40,L,P,O,28551
716056,78,R,P,I,28552
716032,63,R,P,P,28553
716035,32,H,P,C,28554
716036,8,L,O,O,28555
716040,48,R,G,C,28556
716072,54,H,P,O,28557
716072,27,L,P,O,28558
716114,77,R,O,O,28559
716143,7,R,G,C,28560
716151,26,H,P,O,28561
716169,43,R,P,O,28562
716186,46,L,P,O,28563
716239,76,L,P,O,28564
716213,48,L,P,O,28565
716215,11,L,O,O,28566
716229,55,H,P,O,28567
716235,90,L,P,O,28568
716264,32,R,G,O,28569
716268,90,L,P,O,28570
716259,25,R,O,O,28571
716292,76,R,G,O,28572
716301,60,R,P,O,28573
716325,29,L,G,O,28574
716325,2,L,P,O,28575
716330,57,L,O,O,28576
716387,21,L,P,O,28577
716367,8,L,P,O,28578
716379,90,H,G,C,28579
716381,76,H,P,O,28580
716382,62,L,P,O,28581
716421,66,R,P,O,28582
716420,81,R,P,O,28583
716420,70,R,P,O,28584
716434,14,R,P,O,28585
716434,24,R,P,O,28586
716464,66,R,G,O,28587
716466,8,H,P,I,28588
716471,77,L,P,O,28589
716478,59,L,P,O,28590
716508,7,L,P,O,28591
716524,90,H,G,O,28592
716526,87,L,G,O,28593
716526,62,L,P,O,28594
716527,35,R,P,O,28595
716597,10,L,P,O,28596
716597,50,L,P,O,28597
716640,49,R,G,O,28598
716620,89,R,O,O,28599
716618,77,R,O,O,28600
716672,68,R,P,P,28601
716666,23,R,G,C,28602
716713,84,H,P,O,28603
716713,69,L,G,O,28604
716694,77,R,G,I,28605
716729,49,R,G,O,28606
716728,85,L,P,O,28607
716728,77,L,P,O,28608
716728,43,R,G,O,28609
716728,4,R,P,O,28610
